nr_escuela_colegio,nr_PAE,fcs,csi_alimentos_menos_preferidos,csi_pedir_prestados_alimentos,csi_reducir_numero_comidas,csi_reducir_tamano_porciones,csi_reducir_adultos,fcs_carne,fcs_vegetales
_,_,72.0,2,0,0,3,0,7,7
_,_,82.0,5,0,0,5,0,7,7
_,_,63.0,2,0,0,0,0,7,7
_,_,59.0,1,0,0,0,0,7,7
_,_,65.0,1,0,0,7,0,7,0
_,_,60.0,7,2,0,0,0,7,0
_,_,86.0,5,2,7,7,1,7,2
_,_,85.0,5,0,0,0,0,7,0
_,_,94.0,2,0,0,0,0,7,1
_,_,91.0,0,0,0,0,0,7,7
_,_,63.0,5,0,0,0,0,6,1
_,_,29.0,3,0,2,1,0,2,0
_,_,86.0,5,3,1,1,0,7,0
_,_,53.0,6,0,0,0,0,7,1
_,_,84.0,3,2,2,1,0,7,0
_,_,58.0,1,0,0,0,0,7,2
_,_,66.0,1,0,0,0,0,7,1
_,_,69.5,1,0,0,0,0,4,4
1,0,52.5,0,0,0,0,0,7,3
_,_,60.0,4,0,0,0,1,5,5
_,_,45.0,1,1,0,1,0,3,2
_,_,83.0,1,0,0,0,0,7,7
_,_,44.0,2,2,7,7,0,5,0
1,0,59.0,7,1,5,0,0,7,0
_,_,88.5,0,0,0,0,0,7,7
_,_,45.5,2,0,0,0,0,2,3
_,_,42.0,7,0,0,2,0,7,2
_,_,37.0,7,0,0,0,0,3,4
_,_,56.0,7,0,0,0,0,7,1
_,_,48.5,0,0,0,0,0,7,0
_,_,22.5,0,0,0,0,0,1,1
_,_,77.0,2,1,0,4,0,7,6
_,_,47.5,2,0,0,1,0,4,2
_,_,47.0,0,0,0,0,0,7,7
_,_,57.0,2,0,2,4,0,3,2
_,_,19.0,7,4,0,7,0,1,1
_,_,40.0,1,2,7,2,0,2,7
_,_,82.0,2,0,0,0,0,7,7
_,_,70.5,0,0,1,0,0,7,3
_,_,44.0,1,0,4,5,0,4,7
_,_,57.5,0,0,0,0,0,3,4
_,_,96.5,0,0,0,0,0,7,5
_,_,89.0,0,0,0,0,0,7,7
_,_,71.0,0,0,0,0,0,7,4
_,_,22.0,7,3,4,7,0,0,0
_,_,80.5,7,0,0,0,0,7,7
_,_,65.0,7,0,0,0,0,7,7
1,1,34.5,3,0,3,3,3,3,0
1,0,97.0,0,0,0,0,0,7,7
_,_,58.0,7,0,7,0,0,7,4
_,_,61.0,2,1,0,7,0,3,0
_,_,42.0,1,1,7,0,0,4,0
_,_,35.5,7,0,1,0,0,3,0
_,_,97.0,0,0,0,0,0,7,7
_,_,69.0,0,0,0,0,0,7,7
_,_,52.0,7,0,0,0,0,7,0
_,_,93.0,0,0,0,0,0,7,7
_,_,68.0,7,0,7,0,0,7,3
_,_,100.5,0,0,0,0,0,7,7
_,_,97.0,0,0,0,0,0,7,7
_,_,68.5,0,4,7,7,0,6,0
_,_,84.0,0,0,0,0,0,7,5
_,_,46.5,2,0,0,0,0,7,0
_,_,48.0,0,0,1,2,0,4,0
0,_,96.0,1,0,0,0,0,7,7
_,_,43.5,1,0,2,2,0,4,3
_,_,49.0,4,3,7,0,0,5,3
_,_,62.5,7,1,0,0,0,7,7
_,_,49.0,0,0,0,0,0,7,1
_,_,88.0,0,0,0,2,0,7,7
_,_,36.0,0,0,0,0,0,1,1
_,_,37.0,0,0,0,0,0,4,0
_,_,90.0,1,0,0,0,0,7,7
_,_,92.0,1,0,2,7,0,7,2
_,_,55.0,4,2,3,3,0,2,6
_,_,74.0,0,7,0,0,0,7,7
_,_,60.0,7,3,3,2,0,7,2
_,_,21.5,3,3,0,3,0,0,1
_,_,49.0,1,0,0,1,0,7,2
_,_,49.5,7,0,0,0,0,6,1
_,_,39.0,2,1,1,2,0,3,6
_,_,43.0,7,0,0,0,0,3,0
_,_,69.0,0,0,0,0,0,3,7
_,_,56.0,5,2,7,7,7,7,7
_,_,31.5,1,0,2,0,0,4,1
_,_,73.0,0,0,0,0,0,3,2
_,_,79.0,2,0,7,7,0,7,2
_,_,71.0,0,0,0,3,0,7,7
_,_,95.0,3,0,3,7,0,7,7
_,_,41.5,0,0,0,0,0,2,3
_,_,82.5,0,0,0,0,0,7,7
_,_,59.5,0,0,0,0,0,7,7
_,_,93.0,3,7,3,7,7,7,7
_,_,39.0,7,0,0,7,0,2,7
_,_,74.0,0,0,0,0,0,5,4
_,_,90.0,0,0,0,0,0,7,7
_,_,66.0,0,0,0,0,0,3,0
_,_,72.5,5,0,4,3,3,7,4
_,_,78.5,3,0,0,1,0,7,4
_,_,58.5,2,0,0,0,0,7,2
_,_,41.0,7,0,7,0,0,0,0
_,_,96.5,0,0,7,7,0,7,7
_,_,50.5,0,2,0,1,0,3,7
_,_,84.0,0,0,0,0,0,7,7
_,_,74.0,0,0,0,0,0,7,5
_,_,36.0,7,0,7,0,0,2,1
_,_,61.0,0,0,0,0,0,7,2
_,_,51.0,2,1,7,3,0,7,0
_,_,57.0,7,0,7,4,0,4,3
_,_,24.0,7,0,7,7,0,0,0
1,1,82.0,7,0,7,7,7,7,0
_,_,39.0,7,2,4,0,0,3,0
1,0,64.0,1,0,0,0,7,3,7
_,_,20.5,1,0,7,7,0,0,3
_,_,26.0,2,2,7,7,0,0,7
_,_,59.0,7,7,0,3,0,3,6
1,0,59.5,7,7,0,4,0,4,2
_,_,17.0,7,7,7,7,0,2,0
_,_,61.0,7,7,7,7,0,3,6
1,0,34.5,2,4,7,3,5,2,0
0,_,29.5,4,5,0,3,0,3,0
1,0,12.5,7,3,4,7,7,0,0
1,1,49.0,0,0,3,0,2,7,0
1,0,66.0,6,6,6,6,0,6,6
_,_,89.0,0,0,0,4,0,7,7
_,_,69.0,7,7,7,0,0,6,7
_,_,83.0,1,0,0,0,0,5,7
_,_,44.0,0,0,0,0,0,3,7
_,_,48.0,1,4,0,3,0,4,0
_,_,105.0,3,0,0,0,0,7,3
_,_,68.0,7,7,0,7,0,7,7
_,_,95.0,4,2,0,4,0,7,6
_,_,40.5,7,7,4,7,0,0,0
_,_,56.0,0,0,0,0,0,5,4
_,_,26.5,2,5,5,7,0,2,0
_,_,24.0,3,0,2,0,0,0,0
_,_,75.0,7,3,0,3,0,6,2
0,_,82.0,7,7,4,4,7,7,0
1,1,51.5,0,0,0,0,0,6,0
_,_,17.5,3,2,3,3,3,0,1
1,1,64.5,2,0,6,0,0,6,3
_,_,47.5,2,1,2,2,0,4,0
_,_,18.5,3,0,3,5,0,0,0
_,_,52.0,3,2,0,2,0,7,3
_,_,79.5,4,3,0,4,0,7,5
_,_,86.0,2,3,0,3,2,4,0
_,_,86.5,4,0,0,0,0,7,7
_,_,56.0,2,2,0,0,0,7,0
_,_,28.5,7,0,1,7,0,1,0
_,_,68.5,0,0,0,0,0,7,3
_,_,99.0,2,2,0,0,0,7,3
_,_,58.0,0,1,0,3,0,5,0
_,_,58.0,5,2,0,2,0,2,7
_,_,68.0,3,0,0,5,0,5,7
_,_,81.0,0,0,2,0,0,7,3
_,_,61.0,3,0,0,2,0,7,3
_,_,8.5,3,4,3,4,2,0,1
1,1,81.0,5,3,0,0,0,7,5
_,_,68.0,0,0,0,7,0,7,2
_,_,95.0,0,0,0,0,0,7,2
_,_,80.0,1,1,0,7,0,7,7
_,_,69.0,7,0,0,0,0,5,3
_,_,59.0,1,0,0,0,0,6,0
_,_,39.0,7,0,0,0,0,3,3
_,_,38.0,7,2,0,7,3,3,0
_,_,72.5,5,1,0,7,0,7,1
_,_,64.0,2,0,7,0,0,7,1
_,_,27.0,0,7,7,0,0,0,0
_,_,62.0,3,0,0,0,0,4,1
_,_,79.0,0,0,0,0,0,7,7
_,_,74.0,0,0,7,7,0,7,0
_,_,105.0,7,0,0,0,0,7,0
_,_,58.0,3,0,0,0,0,5,0
_,_,27.5,0,0,0,0,0,1,0
_,_,58.0,1,2,0,2,0,7,0
_,_,102.0,0,0,0,0,0,7,0
_,_,93.5,7,0,5,5,0,7,4
_,_,62.0,6,5,3,3,3,7,2
_,_,103.0,2,0,0,1,0,7,5
1,0,35.0,0,0,0,0,7,2,7
_,_,86.0,4,0,3,3,5,7,3
_,_,63.5,5,0,0,6,7,7,0
_,_,38.0,0,0,7,7,0,1,0
1,0,73.5,0,0,0,0,0,4,5
_,_,21.0,0,0,5,5,0,0,0
_,_,80.0,0,0,0,0,0,7,0
_,_,53.0,7,0,7,7,0,7,2
_,_,55.0,7,7,7,5,5,7,0
_,_,35.0,7,1,7,2,0,1,0
_,_,33.5,7,0,0,7,0,4,0
_,_,54.5,7,0,2,7,7,3,0
_,_,80.0,3,2,3,3,0,6,2
_,_,82.0,4,0,6,1,0,5,7
_,_,92.0,0,0,0,0,0,7,7
_,_,42.0,1,1,7,4,3,2,0
_,_,55.5,2,1,7,7,0,7,0
_,_,32.0,1,7,4,7,0,2,0
_,_,64.0,7,4,2,2,0,7,0
_,_,80.0,7,0,0,0,0,7,0
_,_,35.0,1,0,2,3,0,3,0
_,_,29.0,2,0,3,3,2,3,0
_,_,69.5,3,0,7,7,7,7,7
_,_,39.0,3,0,2,1,0,4,2
_,_,79.0,5,0,2,3,0,7,5
_,_,93.0,1,0,0,0,0,7,0
_,_,77.0,2,0,0,0,0,7,3
1,0,55.0,0,0,0,7,0,5,7
_,_,99.0,0,0,0,0,0,7,7
_,_,89.0,3,2,3,2,0,7,4
_,_,33.0,6,0,2,0,0,3,2
_,_,53.0,0,0,3,0,0,7,0
_,_,51.5,7,5,7,7,0,7,0
_,_,91.0,0,0,0,0,0,7,7
_,_,60.0,1,1,7,7,0,7,0
_,_,69.0,0,2,4,0,0,7,4
_,_,60.5,1,0,7,0,0,4,4
_,_,78.0,3,0,7,7,0,6,3
_,_,84.5,2,2,2,3,0,6,2
_,_,67.0,1,2,2,4,0,4,1
_,_,27.0,3,0,2,3,0,0,2
_,_,61.0,3,0,0,7,0,5,5
_,_,72.0,3,0,0,0,0,7,7
_,_,79.0,0,0,0,0,0,7,2
_,_,78.0,3,1,0,0,0,7,7
_,_,90.5,0,0,0,0,0,7,7
_,_,77.5,4,0,4,4,0,6,5
_,_,79.0,0,0,0,0,0,7,7
_,_,80.5,2,6,0,0,0,7,5
_,_,68.0,0,0,0,0,0,7,5
_,_,80.0,0,0,0,0,0,7,0
_,_,90.0,0,0,0,0,0,7,7
_,_,75.0,0,0,7,0,0,7,7
_,_,80.5,2,0,0,0,0,7,3
_,_,34.0,2,0,7,0,0,3,0
_,_,96.0,7,0,0,0,0,7,0
_,_,51.5,2,3,7,7,0,5,3
1,1,66.5,7,0,7,7,7,5,4
_,_,87.0,7,7,2,3,0,7,7
_,_,57.0,2,0,0,0,0,7,3
_,_,47.0,3,1,0,0,0,5,5
_,_,58.0,1,2,0,2,0,6,1
_,_,43.0,3,1,0,7,0,2,6
_,_,52.0,7,4,0,0,0,7,0
1,0,37.0,0,0,2,3,3,2,4
_,_,64.0,3,0,4,3,0,7,3
_,_,93.0,4,0,0,7,0,7,7
_,_,67.0,0,0,0,0,0,7,7
_,_,74.0,6,0,0,3,0,3,7
_,_,58.0,7,2,0,7,4,7,0
_,_,35.0,0,7,7,7,0,1,7
_,_,68.0,2,3,3,7,0,7,7
1,0,36.0,0,0,0,2,3,5,0
_,_,57.0,7,0,0,3,0,4,1
_,_,62.0,1,2,4,4,2,4,0
_,_,68.0,0,0,0,0,0,7,0
_,_,63.5,2,0,2,7,0,7,6
_,_,93.0,3,1,0,2,4,7,3
_,_,87.5,3,0,7,7,0,7,7
_,_,49.0,3,0,0,7,0,7,0
_,_,50.0,0,0,0,1,0,5,2
0,_,85.0,3,2,0,0,2,7,3
_,_,97.5,7,0,0,0,0,7,7
_,_,60.5,3,7,0,5,0,7,0
_,_,70.5,7,0,7,7,0,7,0
_,_,69.5,0,0,0,0,0,7,0
_,_,67.5,4,0,2,7,0,5,0
1,1,46.0,0,0,0,0,0,6,0
_,_,43.0,5,2,7,7,0,4,1
_,_,25.0,7,7,1,1,1,1,0
1,0,49.5,3,3,3,4,4,7,0
_,_,39.5,7,4,7,7,0,4,0
_,_,41.0,0,0,2,2,2,3,0
_,_,93.5,0,0,0,0,0,7,7
_,_,20.5,5,3,3,4,0,0,0
1,1,101.0,5,3,3,0,0,7,7
_,_,65.0,0,1,0,0,0,3,3
_,_,53.0,0,0,0,0,0,4,0
_,_,50.0,7,2,3,7,0,5,0
_,_,35.0,3,0,4,3,2,5,0
1,1,66.0,2,1,0,2,2,3,7
_,_,65.5,7,1,0,7,0,7,7
0,_,71.0,0,0,2,3,7,5,2
_,_,60.0,0,0,4,3,0,7,0
_,_,53.0,1,0,3,7,0,7,1
_,_,77.0,0,0,0,0,0,7,0
_,_,62.0,0,0,2,0,0,3,0
_,_,53.0,0,0,7,7,0,7,1
_,_,21.0,0,2,7,7,0,0,0
_,_,36.0,0,0,0,0,0,1,0
_,_,42.0,0,0,0,0,0,3,2
_,_,55.0,7,0,3,2,0,7,0
_,_,52.0,7,0,0,0,0,7,0
1,1,41.0,3,0,0,1,1,2,3
_,_,52.0,7,0,7,7,0,7,4
_,_,90.0,0,0,0,0,0,7,7
_,_,56.5,0,0,0,0,0,2,0
_,_,76.0,6,0,3,7,0,7,4
_,_,87.5,0,0,7,0,0,7,7
_,_,52.5,0,0,0,0,0,2,2
_,_,21.0,7,7,7,7,7,2,0
_,_,30.0,7,1,0,7,0,2,0
_,_,18.0,3,1,7,2,0,2,1
_,_,56.0,0,0,0,0,0,7,0
_,_,89.0,5,0,0,3,0,7,7
_,_,14.5,7,0,7,7,0,0,0
_,_,32.0,7,7,7,7,0,2,0
_,_,59.0,7,0,0,2,0,7,5
_,_,78.0,2,0,0,3,0,4,7
_,_,85.0,0,0,0,0,0,7,2
_,_,25.5,3,7,3,3,0,0,0
_,_,64.0,0,0,0,0,0,7,7
_,_,15.0,7,0,0,3,0,0,2
_,_,93.0,3,0,0,0,0,7,0
_,_,93.5,0,0,0,0,0,7,7
_,_,81.0,0,0,0,2,0,7,3
_,_,68.5,2,0,1,5,0,5,5
_,_,79.0,2,0,0,0,0,7,2
_,_,66.0,2,2,3,2,4,3,0
_,_,61.0,0,0,3,2,0,7,5
_,_,98.0,1,0,2,0,0,7,5
_,_,65.0,0,0,0,0,7,4,4
1,1,82.5,7,3,7,7,4,7,7
_,_,59.0,0,0,0,0,0,4,7
_,_,81.0,4,4,0,0,0,3,7
_,_,63.5,0,0,0,0,0,7,7
_,_,96.5,4,3,0,4,0,7,4
_,_,80.0,2,0,0,0,0,7,0
_,_,44.0,7,7,7,7,0,3,0
_,_,101.0,0,0,0,0,0,7,2
_,_,93.0,1,0,0,0,0,7,0
_,_,52.0,0,0,0,0,0,0,0
_,_,93.0,2,0,0,0,0,7,7
_,_,83.5,0,0,0,0,0,7,7
_,_,59.0,0,0,0,0,0,4,2
_,_,49.0,3,0,2,3,0,3,0
_,_,45.5,4,1,3,0,0,3,7
_,_,41.0,4,4,4,4,0,4,2
_,_,33.0,4,5,4,4,0,0,0
1,1,44.0,7,0,7,3,3,3,1
_,_,72.5,3,1,4,4,0,4,4
_,_,48.5,0,0,0,0,0,2,0
_,_,49.0,5,5,3,3,4,4,1
_,_,27.0,3,3,2,0,0,4,2
_,_,81.0,7,0,7,7,0,7,0
_,_,20.0,5,5,0,0,0,0,0
1,0,47.5,0,3,7,0,0,4,7
_,_,35.5,0,0,0,0,0,4,0
_,_,45.0,3,3,6,2,2,2,3
_,_,41.5,3,3,0,7,0,2,2
_,_,33.0,7,1,7,7,0,2,0
_,_,68.5,0,0,0,0,0,4,3
_,_,89.0,7,3,5,7,0,7,0
_,_,66.0,2,0,0,0,0,7,7
_,_,27.5,7,3,7,7,0,0,3
_,_,32.0,3,3,0,0,0,2,3
_,_,64.5,3,0,2,2,0,6,3
_,_,54.0,2,2,3,7,0,2,7
_,_,33.0,7,3,4,7,0,2,3
_,_,62.5,2,0,1,3,0,7,2
_,_,87.5,0,0,7,0,0,7,0
_,_,36.0,0,2,2,3,0,3,2
_,_,48.0,0,0,0,0,0,5,3
_,_,59.0,0,0,0,0,0,6,0
1,1,49.0,3,7,7,7,0,7,0
_,_,46.0,7,3,0,7,0,6,0
1,1,37.0,1,7,1,7,7,2,0
_,_,59.0,0,0,0,0,0,7,0
_,_,27.0,2,0,0,7,0,0,2
_,_,55.0,7,7,7,7,0,7,0
1,0,26.5,7,3,7,7,3,0,1
_,_,43.0,0,2,2,2,0,7,0
1,1,65.0,5,4,3,5,5,4,0
_,_,37.5,7,3,3,4,4,3,0
_,_,60.0,3,0,0,0,0,7,1
0,_,54.0,7,0,7,7,7,6,0
_,_,42.5,2,0,0,1,0,3,0
_,_,33.0,1,0,0,7,0,2,1
1,1,40.0,2,2,2,2,2,4,0
1,1,52.0,3,0,0,2,0,3,0
_,_,94.5,2,2,0,3,0,7,0
_,_,73.0,2,0,7,7,7,7,1
_,_,73.0,3,2,2,7,0,7,0
_,_,77.0,2,2,0,0,0,7,0
_,_,52.0,7,7,7,7,0,4,1
1,0,46.0,0,0,0,0,0,7,0
_,_,42.5,7,7,0,7,7,4,0
_,_,76.0,7,0,7,7,0,6,0
1,0,75.5,7,0,4,4,0,6,0
_,_,13.0,3,2,7,7,0,1,0
_,_,51.0,7,4,3,3,3,4,0
_,_,31.0,1,0,0,2,0,3,0
_,_,58.0,1,0,2,2,0,7,2
_,_,48.5,2,0,2,7,0,7,0
_,_,56.0,2,0,2,7,0,1,7
_,_,34.0,0,0,0,0,0,3,1
_,_,66.0,0,2,2,3,3,4,2
1,1,22.0,2,1,1,3,0,4,0
_,_,41.0,5,0,3,5,0,5,0
_,_,83.0,2,0,0,7,0,7,2
_,_,70.5,7,7,0,7,0,5,7
_,_,81.5,3,0,7,7,0,7,2
_,_,68.0,4,5,0,5,0,3,2
_,_,78.5,0,0,0,0,0,7,0
_,_,48.5,1,0,0,0,0,3,5
_,_,79.0,1,0,2,2,0,3,2
1,0,31.0,7,0,5,7,0,1,0
_,_,54.5,3,5,0,7,0,5,7
_,_,24.5,0,0,7,0,0,1,0
_,_,29.0,7,2,7,7,0,2,0
_,_,15.5,4,0,7,7,0,0,0
_,_,25.5,3,0,2,3,0,2,0
_,_,36.0,7,0,0,0,0,3,0
_,_,57.0,1,0,0,0,0,0,1
_,_,112.0,3,4,4,6,7,7,7
1,1,21.0,5,5,2,2,1,2,0
_,_,55.0,7,7,0,7,0,7,1
_,_,52.0,1,0,0,1,0,7,0
_,_,31.5,2,0,0,0,0,2,1
_,_,29.5,3,0,3,0,0,3,0
_,_,75.0,0,0,0,0,0,7,0
_,_,103.0,0,0,0,0,0,7,7
_,_,93.0,0,0,0,0,0,7,3
_,_,94.0,0,0,0,0,0,7,7
_,_,39.0,2,0,0,0,0,3,7
1,0,56.5,2,0,0,0,0,2,7
_,_,81.0,2,0,0,7,0,7,7
_,_,91.5,0,0,2,0,0,7,7
1,0,66.0,0,0,0,7,1,7,1
1,0,50.0,0,0,0,0,0,2,5
_,_,59.0,2,0,0,0,0,7,3
_,_,68.0,0,0,2,0,0,7,7
1,0,46.0,3,0,6,3,3,7,5
_,_,46.0,3,3,0,7,3,3,0
_,_,78.5,1,0,0,0,0,7,7
_,_,39.0,3,3,0,7,0,3,5
_,_,62.0,0,0,0,0,0,7,0
_,_,92.0,3,0,0,7,0,7,7
_,_,31.0,0,0,0,0,0,0,7
1,0,89.0,0,1,0,0,0,7,5
_,_,62.0,0,0,0,0,0,7,3
_,_,112.0,0,0,0,2,0,7,7
_,_,75.5,3,0,7,7,0,3,7
_,_,61.5,0,1,0,0,0,4,7
_,_,48.0,5,4,5,7,5,5,5
_,_,94.0,0,0,0,7,0,7,7
_,_,58.0,2,0,0,7,0,7,0
_,_,76.0,7,0,0,3,0,7,7
_,_,73.0,7,2,4,7,7,7,7
_,_,51.0,0,0,0,7,0,6,0
_,_,42.5,0,0,0,0,0,7,2
1,0,87.0,2,0,3,7,3,7,7
_,_,96.0,0,0,3,3,0,7,4
_,_,96.0,0,0,3,3,0,7,4
_,_,94.5,2,0,0,0,0,7,7
_,_,50.5,0,2,7,0,0,3,0
0,_,80.5,2,2,0,0,0,6,7
_,_,69.0,3,3,7,7,0,7,2
_,_,76.0,1,0,3,4,0,7,0
_,_,92.5,3,0,3,0,0,7,3
_,_,57.0,3,2,3,2,0,7,4
_,_,57.0,2,0,2,0,0,4,5
_,_,112.0,7,0,2,2,0,7,7
_,_,87.0,7,0,0,0,0,7,7
1,1,45.0,7,0,2,0,2,4,7
_,_,85.0,0,0,0,0,0,7,7
_,_,64.0,3,0,3,3,0,5,2
_,_,100.0,7,0,0,0,0,7,7
_,_,38.0,0,2,0,0,0,4,4
0,_,52.5,3,2,1,3,4,6,0
_,_,40.5,3,2,7,7,0,5,2
_,_,87.0,1,1,7,7,0,6,7
_,_,80.0,6,4,4,7,0,4,6
_,_,97.5,0,0,0,0,0,7,5
1,1,93.5,6,4,4,4,0,7,7
1,0,65.0,5,1,6,6,6,5,3
_,_,83.0,1,0,0,0,0,4,7
_,_,66.0,0,0,0,0,0,6,3
_,_,90.0,7,0,2,7,0,7,7
_,_,80.0,2,5,2,2,0,5,5
_,_,96.0,7,0,3,4,0,7,7
_,_,77.0,0,0,7,0,0,7,7
_,_,35.0,3,3,2,3,0,2,1
_,_,66.5,0,0,0,0,0,7,5
_,_,109.5,5,4,0,4,0,7,7
_,_,89.0,3,0,0,0,0,7,7
_,_,105.5,0,0,0,0,0,7,7
_,_,58.0,3,1,2,7,0,7,7
_,_,83.0,2,0,3,3,0,7,7
_,_,52.0,7,0,7,7,0,7,1
0,_,34.5,5,0,7,7,7,3,2
_,_,77.0,0,0,0,0,0,7,4
_,_,55.0,7,1,1,1,0,7,0
_,_,59.0,0,0,0,0,0,7,1
_,_,53.5,2,0,0,0,0,5,0
_,_,37.0,2,0,4,7,0,4,0
1,1,49.0,2,0,0,3,0,7,0
_,_,51.0,7,3,0,3,0,5,0
_,_,69.0,0,1,0,0,0,7,1
1,1,61.0,1,4,0,2,0,7,1
_,_,66.5,0,0,1,7,0,7,0
_,_,29.5,0,1,3,7,0,0,2
_,_,98.0,2,3,2,5,0,7,5
_,_,73.5,7,0,0,0,0,7,7
0,_,45.5,3,3,4,7,3,7,0
_,_,45.0,0,0,2,0,0,3,0
_,_,41.0,0,0,0,0,0,2,7
_,_,73.0,0,2,0,0,0,7,7
_,_,59.0,1,0,0,0,0,7,4
_,_,83.5,0,0,0,0,0,7,7
_,_,49.5,4,0,0,0,0,3,1
_,_,35.0,0,0,2,7,0,2,0
_,_,36.5,1,7,3,7,0,3,3
_,_,21.0,0,0,3,4,0,0,0
_,_,47.0,0,0,0,0,0,7,0
_,_,65.0,3,0,7,0,0,7,2
_,_,55.0,1,1,7,5,0,7,0
1,0,29.0,1,0,7,7,0,2,0
0,_,36.5,2,3,0,0,0,4,1
_,_,33.5,4,0,4,7,0,5,0
_,_,62.0,7,0,7,3,0,7,3
_,_,79.0,7,0,0,0,0,7,1
_,_,68.0,3,0,7,0,0,7,2
_,_,57.0,7,7,0,7,0,7,4
_,_,47.0,7,7,5,6,0,7,0
_,_,77.0,2,0,7,3,0,7,7
_,_,73.0,0,0,0,0,0,7,0
_,_,58.0,3,0,0,4,0,7,0
_,_,37.0,0,0,0,0,0,0,0
_,_,45.0,0,0,0,0,0,5,1
1,1,40.0,7,2,7,7,3,2,1
_,_,62.0,2,0,0,0,0,7,1
_,_,60.0,3,0,0,0,0,7,0
_,_,70.5,0,0,7,0,0,3,7
_,_,42.0,2,3,2,7,0,3,3
1,0,60.0,7,3,7,0,2,7,7
_,_,75.0,1,0,0,0,0,5,4
_,_,85.5,7,0,0,0,0,7,4
1,1,97.0,1,0,0,0,0,7,7
_,_,73.0,0,0,0,0,0,7,5
_,_,84.5,3,0,0,0,0,7,3
_,_,81.0,7,0,0,0,0,7,7
_,_,106.0,3,0,0,0,0,7,7
_,_,83.5,0,0,0,0,0,5,7
_,_,70.5,4,2,7,7,0,7,3
_,_,77.0,0,0,0,0,0,7,0
_,_,32.5,7,7,7,2,0,0,7
_,_,64.5,7,0,0,0,0,3,7
1,1,89.0,5,0,2,6,0,7,4
_,_,85.5,0,0,0,0,0,7,2
_,_,60.5,3,0,7,0,0,3,0
_,_,108.0,1,1,1,2,0,6,7
_,_,103.5,0,0,0,0,0,7,7
_,_,83.5,2,7,3,4,0,7,7
1,0,38.0,3,0,5,7,4,2,0
_,_,42.0,0,2,2,7,0,3,3
_,_,88.0,0,3,0,0,0,7,7
1,0,56.5,2,4,5,3,3,4,1
_,_,94.5,0,0,0,0,0,7,4
_,_,81.0,0,0,0,0,0,7,5
_,_,49.0,7,7,7,7,0,7,0
_,_,73.0,0,0,0,7,0,7,3
_,_,48.0,0,0,2,2,0,4,2
_,_,87.0,7,0,0,0,0,7,0
_,_,90.0,1,0,0,0,0,5,0
_,_,43.0,1,1,2,0,0,3,0
_,_,70.0,0,0,0,0,0,7,0
_,_,61.0,0,0,0,0,0,7,0
_,_,79.0,2,0,0,1,0,7,2
1,1,98.0,0,0,0,0,0,7,0
_,_,66.0,0,0,0,0,0,7,7
_,_,24.0,7,7,0,7,0,0,0
_,_,84.0,1,0,0,0,0,7,0
_,_,98.5,0,0,0,0,0,7,7
_,_,97.5,0,0,0,0,0,7,7
_,_,94.0,0,0,0,0,0,7,0
_,_,88.0,0,0,0,0,0,7,7
_,_,112.0,0,0,0,0,0,7,7
_,_,48.5,7,2,2,3,0,4,5
_,_,89.0,0,0,0,0,0,7,3
_,_,96.0,2,0,0,0,0,7,7
_,_,62.5,0,0,0,0,0,7,7
_,_,49.0,7,5,0,0,0,3,7
_,_,76.5,0,0,0,0,0,4,7
_,_,81.5,0,0,0,2,0,7,2
_,_,30.5,7,2,7,7,0,0,7
_,_,64.5,7,0,0,7,0,5,7
_,_,73.0,0,0,0,0,0,7,0
_,_,71.0,0,0,0,0,0,7,5
_,_,74.0,5,0,0,0,0,7,3
_,_,91.0,1,0,0,0,0,7,2
_,_,80.0,7,0,0,5,0,7,7
_,_,33.5,1,0,0,7,0,1,7
_,_,112.0,7,0,0,0,0,7,7
_,_,61.0,0,0,0,7,0,3,7
_,_,76.0,0,0,0,0,0,2,7
1,1,74.0,2,1,0,0,0,7,0
_,_,97.0,0,0,0,0,0,7,7
1,0,73.0,0,0,0,0,0,4,4
_,_,56.0,1,0,1,7,0,0,0
_,_,32.5,7,4,2,4,2,2,0
_,_,32.5,3,0,7,0,0,2,7
_,_,93.0,0,0,0,0,0,7,7
1,0,59.0,0,1,0,0,0,2,7
_,_,27.5,3,0,2,3,0,3,2
_,_,97.0,3,2,3,2,3,7,7
_,_,68.0,2,0,2,0,0,3,4
_,_,81.5,7,0,7,7,0,7,1
_,_,56.5,7,0,0,0,0,5,2
_,_,81.5,7,7,0,7,0,4,7
_,_,76.0,3,0,0,0,0,7,5
_,_,90.0,2,1,0,0,0,7,7
1,0,78.0,1,0,0,0,0,3,7
_,_,33.0,4,1,0,0,0,0,2
_,_,26.5,2,2,3,3,2,3,3
_,_,43.5,2,7,1,1,0,3,5
_,_,63.0,2,0,2,7,0,7,0
_,_,25.0,5,1,2,4,0,0,4
_,_,32.0,2,7,7,3,7,2,3
_,_,36.5,3,0,3,3,0,4,0
_,_,78.0,4,7,4,7,0,4,7
_,_,55.0,1,2,0,1,0,4,2
_,_,38.5,0,0,0,0,0,3,0
_,_,78.5,7,0,2,7,0,7,0
_,_,88.5,4,3,2,2,3,6,4
_,_,54.5,2,0,5,3,0,7,0
_,_,35.0,6,1,7,3,7,2,1
_,_,34.0,4,3,6,6,0,2,0
_,_,65.5,1,0,2,2,0,4,0
_,_,28.0,2,4,2,4,4,3,0
_,_,39.5,0,4,3,0,0,4,0
_,_,48.0,3,0,2,4,0,4,0
